リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
xai-org/x-algorithm,Rust,X(旧Twitter)の「For You」フィードでどの投稿を表示するかを決定するコアアルゴリズムを公開したリポジトリ。フォロー中アカウントの投稿とAIによるレコメンド候補を組み合わせ、フィルタリングを経てTransformerモデルでランキングする。,https://github.com/xai-org/x-algorithm,5828,"・Thunder(フォロー中の最新投稿)、Phoenix(埋め込みベースのML検索)、SimClusters(クラスタベース発見)という複数の候補生成ソースを組み合わせる構成
・いいね・返信・リポストなど複数のユーザー行動確率をTransformerモデルで予測し、重み付けして最終スコアを算出するランキング手法を公開
・スパム・重複・ミュート済みコンテンツの除去に加え、安全ラベル付与や表示制御を行う独立した可視性フィルタリングシステムを備える点が、実運用アルゴリズムの透明性という意味で注目を集めた",大規模SNSのレコメンドアルゴリズム設計を学ぶ教材や、独自のフィード推薦システムを構築する際の参考実装として活用できそうだ。実際に本番稼働している商用フィードアルゴリズムがここまで公開される例は少なく、他社の推薦アルゴリズム公開と並ぶ透明性の取り組みとして比較対象になる。,Apache License 2.0,
THU-MAIC/OpenMAIC,TypeScript,OpenMAIC(Open Multi-Agent Interactive Classroom)は、トピックや資料を入力するだけで、スライド・クイズ・シミュレーション・プロジェクト型学習(PBL)などを含む没入型のマルチエージェント学習体験を自動生成するオープンソースプラットフォームです。清華大学発のプロジェクトで、アウトライン生成とシーン生成の2段階パイプラインで授業コンテンツを組み立てます。,https://github.com/THU-MAIC/OpenMAIC,10599,"・LangGraphによるマルチエージェントオーケストレーションで、AIナレーション付きスライド、リアルタイム採点クイズ、HTMLベースのシミュレーションなど28種類以上のアクションを自動生成する点が技術的に高度。・Feishu・Slack・Telegramなどのメッセージアプリからの授業生成や、PowerPoint/インタラクティブHTML/ZIPへのエクスポートに対応し、実務利用を意識した設計になっている。・12以上のロケールと複数のLLMプロバイダー(OpenAI, Anthropic, Google, DeepSeekなど)に対応する汎用性の高さがトレンド入りの背景と考えられる。",教育機関やeラーニング事業者が、教材作成の工数を大幅に削減しつつインタラクティブな授業コンテンツを量産する用途に向いています。既存のLMS(学習管理システム)と組み合わせることで、AI駆動の授業設計プラットフォームとしての発展も期待できます。,MIT License,
cactus-compute/needle,Python,Needle 2は、スマートフォンやウェアラブル、スマートホームデバイス、ロボットなど、リソースが限られたエッジデバイス上での動作を目的とした、わずか14MBの超小型ファウンデーションモデルである。パラメータ数は4500万で、ツール呼び出しやデバイス操作、構造化データ抽出に特化しており、単一のバイナリファイルにモデル重みを内包することで外部ファイルへの依存を排除している。,https://github.com/cactus-compute/needle,6855,"・2bit量子化とHadamard MLP、Grouped Query Attention(GQA)、Engramキー・バリューメモリを組み合わせた「Simple Attention Network」設計により、約28MBのRAMでセッション全体を実行可能
・上位5件の関連ツールのみを提示するツール検索機構と、256トークンのスライディングウィンドウによる有界メモリアーキテクチャで、小型ながら精度の高いツール呼び出しを実現
・FunctionGemma(2.7億パラメータ)やApple FMなどはるかに大きなモデルと同等以上の性能を、5〜70分の1のサイズで達成している点が話題",スマートウォッチやIoTデバイス、車載システムなど、クラウド接続が制限される環境でのオンデバイスAIエージェントの構築に向いている。既存のLLMエージェントフレームワークのツール呼び出し部分を軽量モデルに置き換える用途や、プライバシー重視のローカル推論用途との親和性が高いと考えられる。,Apache License 2.0,
apache/maka,TypeScript,Apache Maka(インキュベーション中)は、ローカルファーストなAIエージェント作業環境であり、モデルとのやり取りやツール呼び出し、実行結果をすべて追記専用(append-only)のログとして記録する。デスクトップアプリ(Electron+React)、ターミナルUI/CLI、評価フレームワークという複数のインターフェースを備え、ユーザーが選んだモデル(クラウドAPI、ローカルモデル、ゲートウェイなど)と組み合わせて利用する。,https://github.com/apache/maka,3545,"・セッションやログをすべてローカルに保存する「ローカルファースト」設計により、エージェントの実行履歴の検証やクラッシュからの復旧、中断タスクの再開が可能
・Read/Write/Edit/Bash/Glob/Grepといった組み込みツールをサンドボックス境界内で実行し、Runtime Host経由でSessionManagerやAgentRunと連携するアーキテクチャ
・Apache Software Foundationのインキュベータプロジェクトとして、透明性・監査可能性を重視したエージェント基盤への関心の高まりを反映している",企業内でAIエージェントの実行を監査・検証したい場合や、プライバシー上の理由でデータを外部に出せないチームでのエージェント運用に適している。Claude CodeやCodexのようなコーディングエージェントの実行ログ基盤・再現性確保のレイヤーとして活用できそうである。,Apache License 2.0,
TencentCloud/TencentDB-Agent-Memory,TypeScript,TencentDB Agent Memoryは、AIエージェントのためのチームレベルの「メモリハブ」であり、会話やドキュメント、コードをChat Memory・Skills・Wiki・CodeGraphという4種類の再利用可能なメモリ資産に変換する。複数のエージェントフレームワーク間でこれらの資産を共有・統治・デプロイできる点が特徴である。,https://github.com/TencentCloud/TencentDB-Agent-Memory,14291,"・L0(生の会話)からL1(抽出された知識断片)、L2(シナリオ知識)、L3(ペルソナ・パターン)へと段階的に整理する階層型メモリアーキテクチャにより、コンテキストウィンドウを圧迫せずに効率的な検索を実現
・Claude Code、DeepSeek Harness、Hermes、OpenClawなど異なるエージェントフレームワークが同一のメモリサーバーに無改修でアクセスできる統一プロキシ層を提供
・private/team/restricted/agent単位のアクセス制御やオーナーシップ管理により「エージェントが毎回コンテキストを再学習してしまう」問題を解決しようとしている点がトレンド入りの背景",複数人・複数エージェントが同じプロジェクトに継続的に関わる開発チームで、過去の会話やコードベースの知見を蓄積・共有する基盤として活用できそうである。社内向けAIコーディングアシスタントのメモリ層として、TencentDBと組み合わせた運用が想定される。,MIT License,
youssofal/MTPLX,Python,MTPLXは、Apple SiliconのMLXフレームワーク上でマルチトークン予測(MTP)によるスペキュレイティブデコーディングを実装し、ローカルLLM推論を高速化するネイティブアプリ・CLIツールである。モデル自身が持つMTPヘッドを使って複数トークンを先読みし、それらをまとめて1回のバッチ検証で確定させることで、通常の自己回帰生成に比べて約2倍の速度を実現する。,https://github.com/youssofal/MTPLX,870,"・外部のドラフトモデルを使わず、モデル内蔵のMTPヘッドと厳密な棄却サンプリング(exact rejection sampling)により品質を損なわない高速化をApple Silicon上で初めて実現したランタイムと位置付けられている
・Turbo/Sustained/Burstなど複数のデコードモードと、実機性能を計測して最適化するオートチューニング機能を搭載
・OpenAI/Anthropic互換APIサーバーとしてローカルで動作し、埋め込み・リランキングを含む検索(RAG)機能もオプションで統合",MacBookなどApple Silicon搭載端末上でローカルLLMを高速に動かしたい開発者や、クラウドAPIコストを抑えたいプロダクトのバックエンドとして利用できそうである。既存のOpenAI/Anthropic SDKをそのまま使えるため、既存アプリのローカル推論への切り替えが容易な点も魅力である。,Apache License 2.0,
cloudflare/computer,TypeScript,Cloudflare Computerは、Durable Object上にSQLiteベースの仮想ファイルシステムを構築し、AIエージェントに永続的なストレージを備えた「コンピュータ」を与えるためのインフラである。コンテナ、Isolateシェル(just-bash)、Isolate JavaScriptという3種類の実行バックエンドを切り替えながら、単一のエントリーポイント`workspace.runtime.exec()`経由でコードを実行できる。,https://github.com/cloudflare/computer,8938,"・FUSEマウントで仮想ファイルシステムをLinuxユーザーランドを持つサンドボックスに投影する「コンテナ」バックエンドなど、用途に応じて実行環境を選べる設計
・MCPツールやチャットエージェント、画像生成ワークフローなど、Cloudflare Workers上でエージェントを動かすための実用例をすぐに参照できる形で同梱
・Cloudflareのサーバーレス基盤(Durable Objects/Workers)と永続ファイルシステムを組み合わせ、エージェント向けの「使い捨てでない」実行環境を提供する新規性がトレンド入りにつながっている",Cloudflare上でAIエージェントを動かし、セッションをまたいでファイルやコード実行状態を保持したいユースケースに向いている。現時点ではプレビュー段階であり本番利用は推奨されていないが、Workers上でのエージェント実行基盤の今後の方向性を示す先行事例として注目できる。,MIT License,
google/skills,Python,google/skillsは、Google CloudやGeminiなどGoogle製品・技術をAIエージェントから扱うための「Agent Skills」を集めたリポジトリであり、`npx skills add google/skills`のようなコマンドで必要なスキルだけを導入できる。,https://github.com/google/skills,4004,"・Gemini API、モデルチューニング、RAGエンジンなどAI/ML関連から、GKE、BigQuery、AlloyDB、Cloud SQL、IAM/セキュリティコマンドセンターまで、幅広いGoogle Cloudサービスをカバーするスキル群を提供
・Markdownベースの単体スキルと、MCPサーバーを同梱したプラグイン形式の両方で配布され、Claude CodeやCodexなど複数のエージェントハーネスに対応
・19,000以上のスター・1,600以上のフォークを獲得しており、エージェント型AIによるクラウド運用自動化への関心の高まりを反映している",Google Cloud上のインフラ管理やデータ分析業務を、Claude Codeなどのコーディングエージェントから直接操作したい開発者・SREチームに有用である。GKEクラスタ管理やBigQueryクエリ生成など、定型的なクラウド運用作業をエージェントに任せる際の標準スキルセットとして活用できそうである。,Apache License 2.0,
modular/modular,Mojo,modular/modularは、Mojoプログラミング言語を含む「Modular Platform」のオープンソースコンポーネントを収めたリポジトリであり、Mojoコンパイラ・標準ライブラリと、AI推論基盤であるMAXフレームワークの両方を提供する。,https://github.com/modular/modular,2953,"・Mojoコンパイラ・標準ライブラリに加え、最適化されたカーネル群を含むMAX Accelerator LibraryやOpenAI互換エンドポイントを提供するMAX Inference Serverを同梱し、Pythonベースの計算グラフでモデルパイプラインを構築できる
・Bazelによるビルド管理やclang-format/clang-tidyなどのコード品質ツールを整備し、大規模なシステムプログラミング言語プロジェクトとして高い開発基盤の成熟度を示す
・約30,000スター・3,100フォークという規模が示す通り、Pythonのような書きやすさとC/C++並みの性能を両立させる言語・AI推論基盤として継続的に高い注目を集めている",PyTorchやCUDAに依存しない高性能なAI推論スタックを構築したいチームや、GPU/CPUを問わず動作するカスタムカーネルを開発したいエンジニアにとって有力な選択肢になる。既存のPython AIエコシステムからMojo/MAXへの段階的な移行を検討する際の中心的なリポジトリとして参照できる。,Apache License 2.0 with LLVM Exceptions,
huangruiteng/loopx,Python,LoopXは、Claude CodeやCodex Appなど既存のエージェント実行環境の上に被せる形で動作する、プロバイダー非依存のステートフルな「コントロールプレーン」である。長時間にわたるエージェントの作業を、目的・次の行動・人間の判断が必要な箇所・根拠となる証跡・継続可否という5つの観点で管理し、ターン単位に区切られたエージェントの実行を統制する。,https://github.com/huangruiteng/loopx,4713,"・カーネル(状態管理)・ケイパビリティ(プロバイダー非依存の契約)・プロバイダー(外部システム連携)・エクステンション(拡張機能)という階層構造により、特定のエージェント基盤に依存しない設計を実現
・目標・タスクキュー・ユーザーゲート・エビデンス・クォータを永続的に管理する「エージェント向けかんばん」のような仕組みで、長時間稼働するエージェントタスクの統治(ガバナンス)を担う
・200時間を超える実プロジェクトでの利用実績やOSS貢献・ML実験の記録を公開しており、長時間稼働エージェントの状態管理・監督という実務上の課題に応えている点がトレンド入りの理由と考えられる",複数のコーディングエージェントを長期間にわたって並行運用し、人間のレビューが必要なタイミングを明確にしたいチームに向いている。Claude CodeやCodexなど既存のツールを置き換えるのではなく、その上に監督・記録レイヤーを追加する形で導入できる点が実務的である。,Apache License 2.0 / MIT License,
