リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
tt-a1i/archify,JavaScript,Archifyは、コードベースや説明文からアーキテクチャ図・ワークフロー図・シーケンス図・データフロー図・ライフサイクル図を生成するAIエージェント向けスキルです。生成物はモーション付きの自己完結型HTMLとして出力され、検証可能な形で共有できます。,https://github.com/tt-a1i/archify,25275,"・型付きJSON中間表現(IR)をAIエージェントが生成し、Archifyがそれを検証・決定論的にHTML/SVGへレンダリングする独自パイプライン
・Before/Afterのアーキテクチャ差分を可視化する「Architecture Delta」や、Gitと紐づいたソース根拠の追跡機能
・Cursor・Claude Code・Codex CLI・OpenCodeなど複数のエージェント環境にnpx skills addで導入できる汎用性",設計ドキュメントやコードレビュー資料として、AIに図解を自動生成させたい開発チームに向いています。既存コードの変更前後の構成差分を可視化できるため、リファクタリングやマイグレーションの説明資料作成にも活用できそうです。,MIT License,
modular/modular,Mojo,MojoコンパイラとMAX推論フレームワークを含む「Modular Platform」のオープンソースコンポーネント一式です。AI向けの新言語Mojoと、OpenAI互換APIを備えた高速推論サーバーMAXを中心に、AI開発から本番デプロイまでを統一的にカバーします。,https://github.com/modular/modular,2825,"・Python風の構文でシステムプログラミング並みの性能を狙う新言語「Mojo」のコンパイラと標準ライブラリを公開
・MAXはOpenAI互換エンドポイントを持つ推論サーバーと最適化されたアクセラレータカーネル群を提供し、Pythonベースのグラフ構築でモデルパイプラインを記述可能
・LLVMをベースにした独自コンパイラ基盤を持ち、Discordやコミュニティコールなど活発なOSSコミュニティ運営を継続している",高性能なAI推論基盤を自前で構築したいチームが、TensorRTやvLLMなど既存の推論エンジンの代替として検証する用途に向いています。新しい高速言語Mojoに関心がある開発者にとっては、PythonとC++/CUDAの中間を狙う言語仕様を学ぶ入り口にもなります。,Apache License 2.0 with LLVM Exceptions,
pingdotgg/t3code,TypeScript,T3 Codeは、Claude Code・Codex・Cursor・Grok Build・OpenCodeなど複数のAIコーディングエージェントを一つのアプリから横断的に操作できるコントロールプラットフォームです。iOS/Androidアプリ、Webアプリ、Electron製デスクトップアプリを提供し、外出先のスマートフォンからでも自分のマシン上で動くエージェントに指示を出したり進捗を確認したりできます。,https://github.com/pingdotgg/t3code,5445,"・複数プロバイダー(Codex, Claude Code, Cursor, Grok Build, OpenCode)を単一UIで横断管理できる
・npx t3@latestでインストール不要のお試しが可能で、モバイルからのリモート操作という新規性がある
・pingdotgg(Theo)ブランドの知名度とpnpmモノレポ+TypeScriptによる実装が支持されている",複数のコーディングエージェントを併用しているチームやリモートワーカーが、外出先からエージェントの進行状況を確認・操作するのに便利です。既存のCLI中心のエージェント運用に、モバイル/デスクトップの可視化・操作レイヤーを追加する用途で使えそうです。,MIT License,
ayghri/i-have-adhd,Python,コーディングエージェントの冗長な前置きや遠回しな説明を排除し、結論と次の一手を最初に提示させるためのスキル(プロンプト/設定集)を提供するリポジトリです。Claude、Cursor、Gemini、Qwen、Kimiなど複数のAIコーディングツール向けのプラグイン形式で配布されており、「すぐ答えが欲しい」ユーザーに向けた出力スタイルを強制します。,https://github.com/ayghri/i-have-adhd,11902,"・結論ファースト、番号付き手順、時間見積もり、進捗マーカー、前置き禁止など10個の具体的ルールで出力を再構成
・Claude/Cursor/Gemini/Qwen/Kimiなど複数プラットフォーム向けマニフェストを同梱し移植しやすい
・公開から短期間で2万5千超のスターを獲得し、「AIの回りくどい返答」への不満という普遍的な課題に刺さった",日々コーディングエージェントを使う開発者が、既存のClaude CodeやCursorの設定にこのスキルを追加するだけで応答スタイルを即座に改善できます。プロンプトエンジニアリングのTipsとしても、自作のエージェント運用ルールに取り入れやすい内容です。,MIT License,
megadose/holehe,Python,holeheは、対象のメールアドレスがTwitter/X、Instagram、GitHubなど120以上のWebサービスに登録済みかどうかを、パスワード再設定機能を利用して調べるOSINT(オープンソースインテリジェンス)ツールです。対象にメールを送らずに存在確認ができ、CLIとしてもPythonライブラリとしても利用できます。,https://github.com/megadose/holehe,2652,"・trio/httpxによる非同期処理で120以上のサイトを高速にチェックできる設計
・「対象に通知せず」調査できる点がOSINTツールとしての実用性の核
・Maltego連携やDocker配布に対応し、既存の情報収集ワークフローに組み込みやすい",自組織のメールアドレス使い回しリスクの調査や、ペネトレーションテスト、OSINT調査の初期段階で活用できます。教育目的と明記されていますが、実運用では対象への配慮や法令順守など倫理的な注意が必要です。,GNU General Public License v3.0,
virgiliojr94/book-to-skill,Python,技術書のPDF(EPUB/DOCXなども対応)を、Claude CodeやGitHub Copilot CLI、AmpなどのAIコーディングエージェントが参照できる「スキル」形式に変換するツールです。章ごとにオンデマンド読み込みされるファイル構成に変換することで、全文をそのままコンテキストに詰め込む場合と比べてトークン消費を大幅に削減します。,https://github.com/virgiliojr94/book-to-skill,13879,"・フルテキスト投入と比べてトークン消費を24〜51倍削減すると主張する具体的な効果
・章ごとの遅延ロード、用語集、パターン集、チートシートなど学習用途に最適化した出力構造
・処理はローカルで完結し内容を外部にアップロードしない設計で、社内ドキュメントやAPI仕様書など書籍以外にも応用可能",分厚い技術書や社内ナレッジをAIエージェントの「参照資料」として使いたい開発者向けです。学習しながら、実装作業中にエージェントが該当章だけを参照して回答してくれるため、自己学習と実務利用の両方に活用できそうです。,MIT License,
public-apis/public-apis,Python,無料で使えるパブリックAPIを、カテゴリ別に整理して一覧化したコミュニティ主導のリストです。認証方式やHTTPS対応、CORS対応の有無なども記載されており、開発者がプロトタイプやサイドプロジェクトで使えるAPIを探す際の定番リファレンスとなっています。,https://github.com/public-apis/public-apis,20630,"・47万を超えるスターを持つGitHub屈指の人気リポジトリで、5000件超のコミットで継続的にメンテナンスされている
・プルリクエストベースでコミュニティが常時新しいAPIを追加・更新し、鮮度の高いカタログを維持
・特定の技術トレンドに依存せず「開発の実用リソース」として定番的にトレンド入りし続けている",新しいアプリやハッカソン向けプロジェクトで外部データを扱いたいときの一次情報源として利用できます。天気、金融、地図、エンタメなど多分野のAPIが揃っているため、アイデア出しの段階で一覧を眺めるだけでも着想が得られます。,MIT License,
unclebob/swarm-forge,Clojure,"「Uncle Bob」ことRobert C. Martin氏によるリポジトリで、tmuxとgit worktreeを使って複数のAIコーディングエージェント(Claude, Codex, Copilot, Grokなど)を役割分担させながら協調開発させるオーケストレーションツールです。設定ファイルでエージェントの「群れ(スワーム)」構成を定義し、役割ごとにバックエンドを切り替えられます。",https://github.com/unclebob/swarm-forge,1897,"・Clean Code/アジャイルの著者であるUncle Bobが手がけたことによる大きな話題性
・コーダー+クリーナーの2人構成から、仕様担当・実装・リファクタリング・アーキテクトを分業する6人構成まで、複雑さに応じたパックテンプレートを用意
・git worktreeでエージェントごとに作業領域を分離し、ハンドオフプロトコルで引き継ぎを行う設計によりマルチエージェント開発の再現性を高めている",複数のAIエージェントに役割を与えて並行開発させたいチームが、tmuxベースの既存ワークフローに組み込んで試せます。著名なソフトウェア工学者による「規律あるマルチエージェント開発」の実験的な出発点として参考になります。,,
akitaonrails/ai-memory,Rust,Claude Code、Codex、Cursorなど複数のコーディングエージェント間で長期記憶を共有するためのRust製ツールです。あるエージェントで作業を中断し別のエージェントで再開しても、アーキテクチャ判断や試行錯誤の履歴を引き継げる「エージェント間ハンドオフ」を実現します。,https://github.com/akitaonrails/ai-memory,3902,"・SQLite(FTS5)による全文検索とオプションのベクトル検索を組み合わせたハイブリッドな記憶検索
・生ログではなく観察結果から生成されるWiki形式のナレッジベースをGit管理し、チェックポイントで巻き戻しも可能
・Claude Code、Codex、Cursor、Devin CLIなど多数のエージェントCLIに対応し、MCP経由でも接続できる汎用性",複数のAIコーディングツールを併用する開発者が、ツールを跨いでプロジェクトの文脈を維持したい場合に有用です。長期プロジェクトで「前回どこまで検討したか」を毎回説明し直す手間を減らせるため、既存のエージェント運用の補助レイヤーとして導入しやすいです。,MIT License,
diegosouzapw/OmniRoute,TypeScript,350以上のAIプロバイダー・1200以上のモデルを単一エンドポイントに集約する無料のAIゲートウェイです。Claude、GPT、Gemini、DeepSeekなどのモデルを、優先度・コスト最適化など19種類のルーティング戦略と自動フェイルオーバーで使い分けられ、Claude CodeやCursorなど35以上の既存コーディングツールからOpenAI互換APIとして接続できます。,https://github.com/diegosouzapw/OmniRoute,24211,"・無料枠プロバイダーを束ねることで月間約15億トークン相当を無料提供するという規模感
・RTKやCavemanなど12種類の圧縮エンジンを組み合わせ、平均89%のトークン削減を謳う独自機能
・ローカル実行、Docker、Electronデスクトップ、Termux(Android)、PWAなど多様な実行形態とMCPサーバー統合による柔軟なデプロイ性",複数のAIプロバイダーのAPIキーやサブスクリプションを使い分けている開発者が、コスト管理とフェイルオーバーを一元化するために導入できます。APIコストやレート制限に敏感な個人開発者・小規模チームが、既存のOpenAI互換クライアントをそのまま使いながら裏側のモデルを柔軟に切り替える用途に向いています。,MIT License,
lyogavin/airllm,Jupyter Notebook,AirLLMは、レイヤーごとにモデルを分割してVRAMへ順次ロードする手法により、量子化やモデル蒸留を行わずに大規模言語モデルを一般消費者向けGPUで推論できるようにするPythonライブラリです。70Bモデルをわずか4GBのGPUで、405BのLlama 3.1を8GBで動かせるなど極端な省メモリ推論を実現します。,https://github.com/lyogavin/airllm,8974,"・レイヤー単位のストリーミングロードにより、70B〜2.8T規模のモデルを数GB級のGPUで動作させる独自アプローチ
・Llama, Qwen, DeepSeek, Mistral, Phi, Gemmaなど主要アーキテクチャを共通のAutoModel APIでサポート
・オプションの4bit/8bit量子化やプリフェッチによる高速化、Apple Silicon(MLX)対応など実用面の作り込み",高価なマルチGPU環境を持たない研究者や個人開発者が、手元のノートPCやエントリーGPUで大規模モデルを試す際に有用です。推論速度よりも「動かせること」を優先するオフライン検証や教育目的の利用に向いています。,Apache License 2.0,
earendil-works/pi,TypeScript,piは自己拡張可能なコーディングエージェントを中核とするAIエージェントツールキットで、OpenAI・Anthropic・Googleなど複数プロバイダーに対応した統一LLM API、ツール呼び出しやステート管理を担うエージェントランタイム、差分描画によるターミナルUIライブラリなど複数パッケージからなるモノレポです。,https://github.com/earendil-works/pi,18925,"・統一LLM API・エージェントコア・TUI・コーディングエージェントCLIをそれぞれ独立パッケージとして提供し部品単位で再利用できる設計
・ファイルシステムやネットワークへのアクセスを制限する権限システムを持たないことを明言し、コンテナ化やサンドボックス化を利用者に委ねる透明性
・pi.devドメインがexe.devから寄贈されるなど、コミュニティとの結びつきを背景に短期間で大きな注目を集めている",自前のコーディングエージェントやCLIツールを構築したい開発者が、LLM呼び出し部分やツール実行ループを一から書かずにpi-aiやpi-agent-coreを部品として使えます。Slack連携のpi-chatなど周辺パッケージもあるため、社内向けエージェント基盤を組む際の土台として検討できます。,MIT License,
