リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
THU-MAIC/OpenMAIC,TypeScript,テキストやドキュメントから、AI講師やAIクラスメイトが登場する対話型授業を自動生成する「オープン・マルチエージェント・インタラクティブ教室」プラットフォームです。ブラウザや各種メッセージングプラットフォーム上で、スライド・クイズ・シミュレーションなどを含む没入型学習体験を提供します。,https://github.com/THU-MAIC/OpenMAIC,13038,"・LangGraphによるマルチエージェントオーケストレーションでリアルタイムな授業進行を実現し、VoxCPM2による音声クローン付きナレーションやAI生成のホワイトボード図解も搭載
・OpenAI・Anthropic・Google・DeepSeek・Qwenなど複数LLMプロバイダに加え、OllamaやLemonadeによるローカルモデル実行にも対応
・PostgreSQL/S3等に対応した永続化層と再開可能なセッションを持つ「Edit with AI」ワークフローにより、プロトタイプではなく実運用可能なツールとして2026年8月にv1.0.0がリリースされた",教育機関やeラーニング事業者が、既存の教材(PDFや動画)から短時間でインタラクティブな授業コンテンツを生成する用途に活用できます。多言語(12ロケール)対応やPowerPoint/HTMLへのエクスポート機能により、既存のLMS(学習管理システム)との連携もしやすい設計です。,MIT License(一部サードパーティパッケージはLGPL-3.0-or-later等の別ライセンス),
cactus-compute/needle,Python,スマートフォンやウェアラブル、ロボットなどのエッジデバイス向けに設計された、パラメータ数4500万・容量14MBの超小型ファウンデーションモデルです。ツール呼び出しと構造化データ抽出に特化し、約28MBのRAMでセッションを完結できます。,https://github.com/cactus-compute/needle,7220,"・Hadamard MLPやGrouped Query Attention、Engram型のキーバリューメモリなど独自の「Simple Attention Network」アーキテクチャを採用し、CQ2bit量子化により既存モデル比5〜70倍の軽量化を実現
・256トークンのスライディングウィンドウとpinned KVシンクでメモリ使用量を一定に保ちつつ、多数のツール候補から上位5件を選ぶツール検索機能や、確信度に応じて応答を制御するConfidence-gated応答を搭載
・単一バイナリで動作しネットワーク接続を必要としないため、オンデバイスAIエージェントという実用的な需要に応え1万超のスターを集めた",スマートフォンアプリやIoTデバイス、ロボット制御など、クラウドLLMに依存できないオフライン環境でのツール呼び出し・構造化データ抽出に活用できます。軽量なため既存のエッジ推論パイプラインに組み込みやすく、プライバシー要件の厳しい業務アプリのオンデバイスアシスタントとしても応用が期待できます。,Apache License 2.0,
vorssaint/vorssaint-utils,Swift,音量管理・システムモニタリング・ウィンドウ管理・クリップボード履歴・キャッシュクリーナーなど、複数の有料Macユーティリティの機能を1つのメニューバーアイコンに集約したオープンソースのmacOSツールキットです。,https://github.com/vorssaint/vorssaint-utils,12282,"・SwiftUIとAppKitで実装され、Apple SiliconかつmacOS 14 Sonoma以降を対象に、テレメトリなし・サブスクリプションなしのプライバシー重視設計を採用
・アプリ別音量調整、CPU/GPU/メモリ/温度のリアルタイム監視、ウィンドウスナップやDockプレビュー、テキストスニペット展開、Homebrew連携など非常に幅広い機能を1アプリに統合
・初コミットからわずか3日でGitHubトレンド1位に到達するなど、完成度の高さと機能網羅性が急速に話題を呼んだ",複数の有料ユーティリティ(音量管理・システムモニター・ウィンドウマネージャー等)を個別に契約しているMacユーザーにとって、まとめて代替できる実用的な選択肢になります。オープンソースかつソースからビルド可能なため、企業内の配布ポリシーに縛られた環境でも導入しやすい点も評価できます。,GNU General Public License v3.0 or later,
modular/modular,Mojo,AIモデルの開発・最適化・デプロイを統一的に行う「Modular Platform」のオープンソースコンポーネント群です。高速なML推論基盤「MAXフレームワーク」と、システムプログラミング向け新言語「Mojo」を中心に構成されています。,https://github.com/modular/modular,3036,"・MAX Inference ServerがOpenAI互換のAPIエンドポイントを提供し、既存のOpenAIクライアントからそのまま利用可能
・MojoコンパイラとMAXアクセラレータライブラリにより、Pythonライクな書きやすさとネイティブ並みの実行性能の両立を目指す設計
・Bazelベースのビルドシステムと活発なコントリビューション体制のもと、AI推論インフラの統一という大きな課題に取り組む中核OSSプロジェクトとして約3万のスターを獲得",高性能なML推論サーバーを自前で構築したい企業や、PythonからのMojo移行によるパフォーマンス改善を検討するチームにとって有力な選択肢となります。既存のPyTorch/TensorFlowパイプラインとOpenAI互換API経由で接続でき、推論基盤の脱ベンダーロックイン(特定クラウド非依存化)にも活用できそうです。,Apache License v2.0 with LLVM Exceptions(MAXの利用はModular Community Licenseに準拠),
akitaonrails/ai-memory,Rust,Claude Code・Codex・Cursor・Gemini CLIなど20以上のAIコーディングエージェントCLI間で、長期記憶を共有・引き継ぐためのRust製サーバー/MCPツールです。エージェントごとに孤立しがちな記憶を、Gitで管理されたMarkdownの「Wiki」として一元化します。,https://github.com/akitaonrails/ai-memory,4716,"・「capture→consolidate→recall→handoff」というパイプラインで、セッション終了時にライフサイクルフックから収集した観測データをMarkdownページへ自動整形
・SQLite+FTS5によるフルテキスト検索やエンティティ・リンク検索に加え、APIキー不要で動作する「ゼロLLMモード」を標準搭載しており追加コストなしで導入できる
・「Claude Codeを中断してCodexで同じディレクトリの作業を再開しても文脈を説明し直さなくて良い」という、マルチエージェント運用における切実な課題を解決する点が支持されている",複数のAIコーディングツールを併用する開発者やチームが、プロジェクトの背景知識やタスク履歴をエージェント横断で共有する基盤として導入できます。プレーンなMarkdown+Gitで保存されるため既存のドキュメント運用と親和性が高く、チームのナレッジベースとしてそのままレビュー・編集することも可能です。,MIT License,
debpalash/VoiceStudio,Python,VoiceStudioは、音声クローニングやダビング、書き起こし、音声合成などをローカル環境で完結できるElevenLabsの代替となるオープンソースツールです。646言語に対応し、16種類のTTSエンジンと11種類のASRエンジンをレジストリ形式で切り替えて利用できます。,https://github.com/debpalash/VoiceStudio,11516,"・クラウド不要でCUDA/Apple Silicon(MPS・MLX)/ROCm/CPUに対応し、プライバシーを保ったまま高品質な音声合成が可能
・動画の書き起こし・翻訳・話者保持・吹き替えまでを一気通貫でこなすダビングパイプラインを搭載
・AudioSealによるAI生成音声の電子透かし機能を組み込み、悪用対策にも配慮している",ElevenLabsなどサブスク型音声AIサービスからの脱却手段として、個人開発者や企業が導入しやすい構成になっています。オーディオブック制作や動画のローカライズ(多言語吹き替え)ワークフローに組み込みやすい一方、AGPL-3.0のためSaaSとして提供する場合はソース公開義務が発生する点に注意が必要です。,AGPL-3.0 License,
apache/maka,TypeScript,Apache Maka(Incubating)は、AIエージェントが行った全ての操作を完全に記録する高性能なエージェントワークスペースです。モデルの発話・ツール呼び出し・権限判断をイベントソーシング方式のログとして追記し続けることで、監査可能性を重視した設計になっています。,https://github.com/apache/maka,3835,"・Node.js/TypeScript製のRuntime Hostを中核に、Electronデスクトップ・ターミナルUI・CLIをシンクライアントとして提供するマルチインターフェース構成
・Model Context Protocol(MCP)を採用し、クラウドAPIやローカルモデルをユーザー自身が選べるローカルファースト設計
・Rust製gitoxide連携やGit worktreeによる隔離実行など、性能と再現性を重視した実装で、ベンチマーク結果を公開して性能を主張ではなく数値で示す姿勢が特徴",Claude CodeやCodexのようなコーディングエージェント基盤の代替・比較対象として利用でき、監査ログが必須な企業環境や、複数の実行ハーネスをベンチマークで比較したい場面に向いています。ASFインキュベーション段階のプロジェクトのため、今後のガバナンスや安定性の推移も注目されます。,Apache License 2.0,
public-apis/public-apis,Python,世界中の無料で使えるAPIを分野別に整理した、コミュニティ主導のキュレーションリストです。開発者が用途に応じてAPIを探すための定番リファレンスとして長年利用されています。,https://github.com/public-apis/public-apis,23450,"・47万以上のスターを持つGitHubでも屈指の人気リポジトリで、5,000件超のコミットによる継続的なメンテナンスが行われている
・プルリクエストベースで誰でもAPIを追加でき、自動バリデーションスクリプトによって品質を担保している
・コードそのものではなくREADME中心のドキュメント型リポジトリという点が特徴",新しいアプリやプロトタイプ開発時のAPI選定リストとして重宝し、天気・金融・画像・エンタメなど幅広いカテゴリを横断的に調べられます。ハッカソンでのアイデア出しやプログラミング教育の教材としても活用しやすい定番リポジトリです。,MIT License,
3b1b/manim,Python,Manimは、数学的な概念を説明するアニメーション動画をPythonコードで生成するためのアニメーションエンジンです。YouTubeチャンネル3Blue1Brownのアニメーション制作に使われていることで広く知られています。,https://github.com/3b1b/manim,4394,"・シーンやオブジェクトをPythonのクラスとして記述し、数式やグラフを含む精密なアニメーションをプログラマブルに構築できる
・FFmpeg・OpenGL・LaTeXと連携し、高品質な動画レンダリングと数式タイプセットに対応している
・教育系クリエイターやコミュニティ版(ManimCE)を中心に活発な開発が続いている",数学・物理などの教育コンテンツ制作や、技術解説動画のビジュアル表現に活用できます。プログラミング教育の教材や、論文・研究発表用の可視化ツールとしての応用も期待でき、既存の動画編集ツールと組み合わせたワークフローにも組み込みやすいです。,MIT License,
Lakr233/vphone-cli,Swift,vphone-cliは、Apple Silicon Mac上でApple純正のVirtualization.frameworkを使い、仮想化されたiPhone環境を構築・操作するCLIツールです。ファームウェアのダウンロードからパッチ適用、リストア、脱獄(ジェイルブレイク)導入までを自動化します。,https://github.com/Lakr233/vphone-cli,3705,"・ダウンロード・パッチ・リストア・脱獄導入をワンコマンドで完結させるエンドツーエンドのVM構築フロー
・仮想マシン検知回避パッチを含む複数のファームウェアバリアント(軽量な""less""から研究向けの""exp""まで)を選択可能
・SSH/VNCでのリモートアクセスやホスト制御ソケットを備え、自動化やAI駆動テストにも対応",iOSアプリのセキュリティ研究やモバイルテスト自動化、実機を使わない脱獄環境の検証などに活用できます。iOSの内部構造に関心のある開発者・研究者向けのニッチながら実用性の高いツールで、CI環境での自動テスト基盤としても応用が考えられます。,MIT License,
megadose/holehe,Python,Holeheは、特定のメールアドレスがTwitterやInstagramなど120以上のオンラインサービスに登録されているかを、パスワード再設定機能を悪用する形で(対象に通知を送らずに)調査するOSINTツールです。,https://github.com/megadose/holehe,2856,"・パスワード忘れ機能を利用した非侵襲的な手法で、対象に通知を送らずアカウントの有無を確認できる
・Trio/HTTPXによる非同期処理で120以上のサイトを高速にチェックでき、CLI・Pythonライブラリ・Dockerなど複数の利用形態に対応
・サービスごとに独立したハンドラーで実装されたモジュラー設計で、対応サイトの追加が容易",セキュリティ調査員やペネトレーションテスターによるメールアドレスの偵察(reconnaissance)作業に活用できます。ただし教育目的と明記されており、実運用では対象への同意や関連法令の順守が前提となる点に留意が必要です。,GNU General Public License v3.0,
MiaAI-Lab/DeepSeek-v4-Flash-DSpark-2x-DGX-Spark,Python,DeepSeek-v4-Flashモデルを、NVIDIA DGX Spark 2台構成でvLLMと投機的デコーディング(DSpark)を用いて本番運用レベルで動かすためのデプロイレシピ集です。,https://github.com/MiaAI-Lab/DeepSeek-v4-Flash-DSpark-2x-DGX-Spark,812,"・2ノードのテンソル並列(TP=2)と投機的デコーディングにより、最大100万トークンのコンテキストと高いスループット(6並列で約160〜190 tok/s)を実現
・JPEG/PNG/GIF/WebPなどの画像入力に対応したOpenAI互換APIを備え、マルチモーダル推論も可能
・KVキャッシュの量子化(nvfp4_ds_mla)やDocker Compose+NFSでの共有チェックポイント運用など、実運用を意識した構成になっている",複数GPUノードで大規模言語モデルを自前運用したい研究機関や企業にとって、インフラ構築の参考実装として活用できます。DGX Sparkのような比較的小規模なクラスタでも高コンテキスト・高スループットな推論基盤を組める点が実践的で、自社データセンターでのLLM運用検討に役立ちます。,MIT License,
unslothai/unsloth,Python,Unslothは、LLMや拡散モデルをクラウドに依存せずローカル環境で実行・ファインチューニングできるツールキット/デスクトップアプリケーションです。少ないVRAMで高速な学習・推論を可能にすることを特徴としています。,https://github.com/unslothai/unsloth,6357,"・LoRA/QLoRA/強化学習/DPOなどに対応し、「2倍高速・VRAM使用量70%削減」を謳う独自最適化を実装
・NVIDIA/AMD/Intel GPUやVulkanバックエンド経由のCPU実行まで幅広いハードウェアをサポート
・デスクトップアプリ・Web UI(Studio)・コードライブラリの3形態で利用でき、Claude CodeやCodexなどのコーディングエージェントとの連携(MCPサーバー対応)も備える",個人PCやオンプレ環境でLLMの微調整・推論を行いたい開発者・研究者に適しており、クラウドAPIコストを抑えたい用途に向いています。ローカル検索・RAG機能も内蔵しているため、プライベートなAIアシスタント基盤の構築にも応用できます。,Apache License 2.0,
