リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
anthropics/claude-code,TypeScript,Claude Codeはターミナル上で動作するAnthropic製のエージェント型コーディングツールで、自然言語での指示によりコードベースの理解、実装、Gitワークフローの管理などを行う。ターミナル・IDE・GitHub上での@claudeメンションなど複数の利用形態をサポートする。,https://github.com/anthropics/claude-code,165,"自然言語からコード編集・実行・テストまでを自律的に行うエージェント型ワークフロー
npm/Homebrew/WinGetなど複数のインストール経路とプラグイン・カスタムコマンドによる拡張性
GitHub Actions連携やIDE統合など開発者の日常業務に組み込みやすい設計",日常的なコーディング作業の自動化やコードレビュー支援、オンボーディング時のコードベース理解促進に活用できる。CI/CDパイプラインに組み込んでGitHub IssueやPRを自動処理する運用も考えられる。他のAIコーディングエージェントとの比較検討にも参考になる。,,
roboflow/supervision,Python,supervisionはRoboflowが提供するコンピュータビジョン向けの再利用可能なPythonツールキットで、物体検出・セグメンテーション・トラッキングなどのモデル出力を統一的に扱うためのユーティリティを提供する。可視化(アノテーション)やデータセット変換など、CV開発の周辺作業を簡素化する。,https://github.com/roboflow/supervision,260,"Ultralytics、Transformers、MMDetectionなど主要フレームワークとのモデル非依存な連携
柔軟にカスタマイズ可能なアノテーター群による検出・セグメンテーション結果の可視化
YOLO/COCO/Pascal VOCなど主要フォーマット間のデータセット変換・分割・マージ機能",既存の物体検出モデルの出力を素早く可視化・後処理したいプロジェクトでの活用が想定される。ゾーン検知や速度推定などのユースケースにも対応しており、監視カメラ解析や小売店舗分析などの実務案件にも応用できそうだ。,MIT License,
alphaXiv/OpenResearch,Rust,OpenResearchはClaude CodeやCodex、Cursorなどのコーディングエージェントを研究エージェントへと変換するローカルファーストのワークスペースで、文献レビューから仮説立案、実験実行、研究成果物の生成までを支援する。,https://github.com/alphaXiv/OpenResearch,1017,"独立したgit worktreeによる並列的なエージェントセッションの探索
git-nativeな実験ツリーとイミュータブルな実行アーカイブによる再現性の担保
ローカル/SSH/Slurm/Kubernetes/Ray/Hugging Face Jobs/Modalなど多様な計算リソースに対応",研究者やR&Dチームが実験管理・仮説検証のワークフローをAIエージェントに任せる用途に向く。既存のコーディングエージェントをそのまま活用できるため、研究の自動化・高速化を狙うラボでの導入が考えられる。,MIT License,
supabase/supabase,TypeScript,SupabaseはPostgreSQLをベースにしたオープンソースの開発プラットフォームで、認証、自動生成API(REST/GraphQL)、リアルタイム購読、サーバーレス関数、ストレージ、AI/ベクトル機能などをオールインワンで提供する。Firebaseのオープンソース版代替として広く利用される。,https://github.com/supabase/supabase,120,"PostgRESTによる自動REST API生成とpg_graphqlによるGraphQL対応
Elixir製サーバーによるリアルタイムサブスクリプション機能
JavaScript/TypeScript、Flutter、Swift、PythonなどマルチプラットフォームSDKとセルフホスト対応",スタートアップのMVP開発から本番規模のアプリケーションまで、バックエンド全体を素早く構築したい場面で活用できる。Firebaseからの移行先やベクトル検索を組み込んだAIアプリケーションの基盤としても注目度が高い。,Apache License 2.0,
rlaope/oh-my-hermes,Python,oh-my-hermes(OMH)はHermes Agent向けのオールインワン拡張プラグインで、モデルルーティング、長期記憶、ワークフローエンジンを組み合わせてコーディングエージェントの能力を強化する「プロフェッショナル運用レイヤー」を提供する。,https://github.com/rlaope/oh-my-hermes,80,"リクエスト内容に応じて最適なモデルチェーンへ振り分けるMixture-of-Models方式のルーティング
Claude・Geminiなど13種類のモデルファミリーごとに調整されたプロンプトキャリブレーション
ファイル単位で分割並列実行するulw-workや108以上の専門スキル(omh-*)による作業支援",複数のLLMを使い分けながらコーディングエージェントの精度と効率を高めたい開発チームに向く。長期記憶やエビデンスベースの進捗報告機能は、大規模・長期的なエージェント運用のガバナンス強化にも役立ちそうだ。,MIT License,
Tencent/WeKnora,Go,WeKnoraはTencentが公開するエンタープライズ向けLLM知識プラットフォームで、生ドキュメントをRAGベースの質問応答、自律的なReActエージェント、Wikiページ・ナレッジグラフ自動生成が可能な検索可能システムへと変換する。,https://github.com/Tencent/WeKnora,1197,"PDF、Word、画像、Excel、XMindなど10種類以上のマルチモーダルドキュメント解析
LLM・ベクトルDB・ストレージを差し替え可能なモジュラーアーキテクチャと20以上のLLMプロバイダ対応
Docker/E2B/Cubeによるスキルサンドボックスやセッション横断の長期記憶、Langfuse連携による可観測性",社内文書やマニュアルを対象としたナレッジベース構築・FAQ自動応答システムとして導入しやすい。WeCom/Feishu/Slack/Telegramなど複数のIMチャネルと連携できるため、既存の社内コミュニケーションツールへのRAG機能組み込みにも適している。,MIT License,
SnailSploit/Claude-Red,Python,Claude用に設計された攻撃的セキュリティ(レッドチーム)スキル集で、SKILL.md形式のファイルとして提供される。23カテゴリ・約78種類のスキルを収録し、Claudeを認可されたレッドチーム演習やバグバウンティ、セキュリティ調査向けの専門オペレーターとして機能させる。,https://github.com/SnailSploit/Claude-Red,367,"Claudeのスキルシステム(SKILL.md)に最適化された、攻撃的セキュリティ特化のスキル集という新しいジャンル
SQLi/XSS/SSRFなどのWeb攻撃からEDR回避、シェルコード開発、無線プロトコル攻撃まで23カテゴリ・約78スキルを網羅
AIエージェントをレッドチーム/バグバウンティの実務オペレーターとして機能拡張する試みがトレンド入りの要因",認可されたペネトレーションテストやレッドチーム演習でClaudeに専門知識を付与するためのプラグイン集として利用できる。既存のセキュリティツール(Burp、Metasploitなど)と組み合わせ、AIエージェントによる攻撃シナリオの自動化・補助に活用できそう。,MIT License,
multimodal-art-projection/YuE,Python,YuE2は、記号的な作編曲プランニングと音声生成を統合した最先端の音楽生成システム。テキストプロンプトから編集可能なメロディ・コード進行のプランを作成し、それをボーカルと伴奏を含む完全な音声としてレンダリングする。既存曲を別スタイルで再解釈するゼロショットカバー生成にも対応している。,https://github.com/multimodal-art-projection/YuE,332,"記号的(スコアレベル)なプランニングと音声合成を一体化し、生成結果を人間が編集可能にする新しいアーキテクチャ
ゼロショットでの既存曲カバー生成や、会話的なスコア/編曲/歌詞の修正(エージェント的編集)に対応
音楽理解モデルMERT2や採譜モデルSheetSage2を伴う統合エコシステムで、プロプライエタリ系システムに匹敵する品質を主張",AI音楽生成サービスや作曲支援ツールのバックエンドとして活用できそう。既存曲のリメイク・カバー制作や、ゲーム/動画向けBGM自動生成パイプラインへの組み込みが考えられる。,Apache License 2.0,
addyosmani/agent-skills,JavaScript,AIコーディングエージェント向けに、要件定義から本番デプロイまでの開発ライフサイクル全体をカバーする本番品質のエンジニアリングスキル集。25個の構造化されたスキルと9つのスラッシュコマンドを提供し、Claude Code・Cursor・Copilotなど70以上のエージェントで利用できる。,https://github.com/addyosmani/agent-skills,658,"仕様駆動開発・TDD・コードレビュー・セキュリティ強化などのベストプラクティスをスキルとしてパッケージ化
コードレビュアー・テストエンジニア・セキュリティ監査・パフォーマンス監査の4つの専門ペルソナを内蔵
70以上のAIエージェントプラットフォームに対応する移植性の高いCLIとネイティブ統合を提供",既存のAIコーディングエージェント(Claude Code、Cursorなど)に本番品質の開発プロセスを組み込むための拡張として利用できる。チーム開発でのレビュー・テスト・セキュリティ基準の標準化に役立ちそう。,MIT License,
cline/cline,TypeScript,Clineは、SDK・IDE拡張・CLI・デスクトップアプリとして利用できる自律型AIコーディングエージェント。コードの編集、bashコマンドの実行、人間の承認を伴うタスクの計画・実行を行い、複数のAIモデルに対応する。,https://github.com/cline/cline,112,"リアルタイムdiffレビューとチェックポイントによるアンドゥ機能を備えたコード編集
Plan/Actモードによる戦略的実装、MCPサーバー経由でのプラグイン拡張、マルチエージェント連携
VS Code/JetBrains/デスクトップ/ターミナルへのマルチプラットフォーム展開とCI/CDでのヘッドレス動作をサポート",既にCopilotやCursorと並ぶ主要な自律型コーディングエージェントの一つで、社内CI/CDパイプラインへの組み込みや複数モデル切り替えによるコスト最適化に使えそう。,Apache License 2.0,
affaan-m/ECC,JavaScript,ECCは、Claude Code・Codex・Opencode・Cursorなど複数のコーディングエージェント向けの「エージェントハーネス性能最適化システム」。スキル・インスティンクト・メモリ・セキュリティ・リサーチファースト開発を統合し、「計画→テスト→実装→レビュー→検証→記憶→改善」という一連のワークフローを提供する。,https://github.com/affaan-m/ECC,1057,"68体の専門エージェントと292個の再利用可能スキル、94個のレガシーコマンドシムを同梱する大規模な構成
複数のコーディングハーネス間でコンテキストを共有する統合メモリボールトと、継続学習・自動フック
AgentShieldによるセキュリティスキャンを組み込み、テスト駆動開発やフレッシュコンテキストからのレビューを強制",複数のAIコーディングエージェントを併用しているチームが、ワークフローやメモリを統一するための基盤として使えそう。既存のClaude CodeやCursorのプラグイン体系を拡張し、エージェント運用の生産性・品質管理を強化する取り組みとして注目される。,MIT License,
