リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
rohitg00/ai-engineering-from-scratch,Python,ai-engineering-from-scratchは、数学の基礎から本番デプロイまでAIエンジニアリングを体系的に学べるオープンソースのカリキュラムです。523レッスン・20フェーズ・約342時間分の教材で構成され、フレームワークに頼らず「自分の手で」実装しながら学ぶことを重視しています。,https://github.com/rohitg00/ai-engineering-from-scratch,3735,"・線形代数などの数学基礎から自律型エージェントシステムまでを一貫してカバーする大規模カリキュラム
・Python、TypeScript、Rust、Juliaなど複数言語に対応し、各レッスンでプロンプトやAgent Skills、MCPサーバー、完成したエージェントなど実際に使える成果物を作る
・6巻の書籍シリーズやClaude認定準備プログラムなど、114,000人超の読者を抱える補助コンテンツも充実",AIエンジニアリングを体系的にゼロから学びたい個人や、社内研修カリキュラムの土台として活用できます。理論の説明だけでなくMCPサーバーやエージェントといった実務で使える成果物を作りながら学べる点が、他の入門教材との差別化ポイントです。,MIT License,
asciimoo/hister,Go,Histerは、訪問したWebページやローカルに保存したファイルを全文インデックス化し、自分専用の検索エンジンとして使えるプライバシー重視のツールです。Webインターフェース、ターミナルUI、コマンドライン、MCP経由のAIアシスタントなど複数の方法で検索できます。,https://github.com/asciimoo/hister,936,"・テレメトリなし・クラウド必須なしを掲げ、完全にローカルまたは自己管理インフラで動作するプライバシー設計
・Firefox/Chrome拡張による閲覧履歴の自動取り込みと、フィールド指定・フレーズ・ワイルドカード・除外検索などの高度な検索構文
・埋め込みエンドポイントを設定することで意味的検索(セマンティック検索)にも対応し、複数ユーザーでのドキュメント分離もサポート",検索履歴や閲覧データを外部サービスに渡したくない開発者・研究者にとって、自分だけの検索エンジンを手元に構築できる点が実用的です。MCP対応によりAIアシスタントから自分の過去の閲覧データやドキュメントを検索させる、といった使い方も想定されます。,AGPL-3.0,
cursor/plugins,TypeScript,cursor/pluginsは、AI開発プラットフォームCursor向けのプラグイン仕様と公式プラグイン集を提供する公式マーケットプレイスです。Gmail、Google Drive、GitHub、Salesforce、Slackなど人気の開発ツールやSaaS製品をCursorに統合する60以上のプラグインが含まれています。,https://github.com/cursor/plugins,1479,"・マニフェストファイル、Skills定義、Cursor rules、MCPサーバー設定を各プラグインが独立して持つ標準化された構造
・コーディングエージェント向けにオーケストレーションや並列タスク分散、構造化されたハンドオフといったワークフローパターンを重視した設計
・開発者ツール・生産性・サードパーティ連携など多様なカテゴリで285以上のコミットによる活発な開発",Cursorをチームの業務ツール群(GmailやSlackなど)と連携させたい開発者にとって、公式に検証されたプラグインをそのまま導入できる点が便利です。Anthropicのclaude-plugins-officialと同様の「公式プラグインマーケットプレイス」という潮流が、複数のAIコーディングツールで同時に進んでいることを示す事例でもあります。,MIT License,
ConardLi/garden-skills,CSS,garden-skillsは、Claude Code、Cursor、CodexなどのAIコーディングエージェント向けに作者ConardLi氏が公開する、実運用レベルのAgent Skillsコレクションです。Web動画プレゼン生成、Webデザイン品質向上、画像生成、ローカルナレッジベース検索、記事整形など5つのスキルが含まれています。,https://github.com/ConardLi/garden-skills,1370,"・web-video-presentation(23種のデザインテーマ)やweb-design-engineer(Stripe・Linearなど著名デザインスタジオ着想の25種のスタイルレシピ)など、実用性の高いスキルを収録
・SKILL.mdという標準フォーマットによりClaude Code、Cursor、Codexなど複数のエージェント環境で共通して利用可能
・npx skills CLI、プラグインマーケットプレイス、GitHub Releases、手動コピー、Gitサブモジュールなど5通りのインストール方法に対応",AIエージェントに特定の作業(プレゼン資料化やWebデザインのブラッシュアップなど)を高品質にこなさせたい場合、汎用プロンプトを都度書くよりもこうした完成度の高いSkillsを取り込む方が効率的です。Skills形式によるエージェント拡張が主要ツール横断でエコシステム化しつつある流れを示す好例といえます。,MIT License,
google/googletest,C++,GoogleTestはGoogleが開発するC++向けのテスティング・モッキングフレームワークで、旧GoogleMockを統合し、単体テストの記述・実行・アサーションを一貫して行える。自動テスト検出やパラメータ化テスト、デステストなど豊富な機能を備える。,https://github.com/google/googletest,471,"・自動テスト登録、豊富なアサーション、デステスト、値/型パラメータ化テストなど実践的機能を網羅
・Chromium、LLVM、Protocol Buffers、OpenCVなど大規模プロジェクトで採用される事実上の標準
・最新リリース(1.18.0)やGitHub Pagesでのドキュメント整備など継続的なメンテナンスが活発",C++プロジェクトの単体テスト・モックを導入する際の定番選択肢であり、既存のCIパイプラインにも組み込みやすい。CMakeやBazelとの親和性も高く、大規模ソフトウェアの品質担保に直結するため、C++開発者にとって導入価値が高い。,BSD 3-Clause License,
abi/screenshot-to-code,Python,スクリーンショットやFigmaデザイン、画面録画をアップロードするだけで、AIがHTML/Tailwind/React/Vueなどのクリーンなコードに変換してくれるツール。React/ViteフロントエンドとFastAPIバックエンドで構成される。,https://github.com/abi/screenshot-to-code,2264,"・Gemini、GPT-4、Claude、Replicateなど複数のAIモデルプロバイダに対応し切り替え可能
・画面録画からのコード生成、元画像・ロゴの抽出保持など実用的な機能を搭載
・7万6千超のスター・9千超のフォークを獲得し、ホスト版(screenshottocode.com)によりノーコードでも試せる",デザインからのプロトタイピングを大幅に高速化できるため、フロントエンド開発やデザイナーとの協業に役立つ。セルフホストも可能でAPIキーを差し替えれば独自ワークフローに組み込みやすく、既存のノーコード/AIコーディングツール群と比較検討する価値がある。,MIT License,
every-app/open-seo,TypeScript,open-seoはSemrushやAhrefsといった高額なSEOツールに代わる、オープンソースのSEOプラットフォームです。キーワードリサーチ、順位トラッキング、競合分析、被リンク調査、サイト監査、AI検索での可視性モニタリングなど一通りのSEOワークフローをカバーしています。,https://github.com/every-app/open-seo,2308,"・サブスクリプション型ではなく、DataForSEOの自前APIキーを使った従量課金モデルを採用しコストを利用者側でコントロール可能
・Claude・OpenClaw・HermesなどのAIエージェントとMCPサーバー経由で連携できるエージェントスキルを提供
・TypeScript/Vite/Drizzle ORM構成で、Docker(個人利用)やCloudflare(チーム利用)へのセルフホストに対応",高額なSEOツールの契約が難しい個人開発者や中小サイト運営者にとって、必要な分だけ課金しながら本格的なSEO分析基盤を自前で持てる選択肢になりそうです。AIエージェント連携も見据えた設計のため、既存のマーケティング自動化パイプラインへの組み込みにも向いています。,MIT License,
tinyhumansai/openhuman,Rust,OpenHumanは、ユーザー個人のローカルファースト記憶を構築する「パーソナルAI超知能」を目指すプロジェクト。複数エージェントを協調させるオーケストレーション基盤と、多数の外部連携・自動化ツールを統合している。,https://github.com/tinyhumansai/openhuman,2227,"・「Memory Tree + Obsidianウィキ」によりユーザーデータをMarkdown化してSQLiteに保存し、編集可能な形で可視化
・100以上のOAuth連携や5000以上のMCPサーバーとの自動同期、Signalプロトコルによるエージェント間暗号通信など先進的な設計
・ローンチ直後から9日連続でGitHubトレンド1位を獲得するなど注目度が非常に高い",個人向けの記憶保持型AIアシスタントとして、既存のクラウド依存型アシスタントに対する「プライバシー重視の代替」として位置づけられる。ローカル完結の「プライバシーモード」もあり、機密性の高い個人データを扱うユースケースに向く。,GNU General Public License v3.0,
p-e-w/heretic,Python,Heretic(ヘレティック)は、大規模言語モデルの安全性アライメント(拒否応答)を、コストのかかる再学習なしに自動除去するツールです。「アブリテーション(abliteration)」と呼ばれる方向性除去手法を用い、有害/無害プロンプトの隠れ状態の差分からモデル内部の「検閲方向」を特定して抑制します。,https://github.com/p-e-w/heretic,1439,"・Optunaによるベイズ最適化(TPE)で、拒否率を最小化しつつモデル性能の劣化を抑えるアブリテーションのパラメータを自動探索
・denseモデルだけでなくMoEやマルチモーダルモデルにも対応し、bitsandbytesによる量子化もサポート
・手動によるエキスパートのアブリテーション処理と同等の拒否除去効果を、より低いKLダイバージェンス(＝元の能力の保持度が高い)で実現",検閲・拒否応答を外したいオープンウェイトモデルの調整作業を、専門知識なしにワンコマンドで実行できるようになる点が大きな利点です。研究目的でのモデルの内部表現分析や、既存のオープンモデルをベースにしたカスタムモデル配布(Hugging Face連携)にも活用できそうです。,GNU Affero General Public License v3.0,
AprilNEA/OpenLogi,Rust,OpenLogiは、Logicoolの純正ソフト「Logi Options+」の代替となるRust製ネイティブアプリで、アカウント登録やテレメトリ不要でLogicool製マウス・キーボード・ウェブカメラを設定できる。,https://github.com/AprilNEA/OpenLogi,2565,"・GPUIベースの軽量ネイティブUIとHID++プロトコルによる直接ハードウェア通信を実装
・macOS/Linux/Windowsをクロスプラットフォームでサポートし、Linuxでも公式同等の機能を提供
・ジェスチャー割り当てやアプリごとのプロファイル自動切替、UVCウェブカメラ制御など公式ソフトより高度な設定が可能",プライバシーやLinux対応を重視するLogicoolデバイスユーザーにとって有力な選択肢であり、公式ソフト非対応環境での代替ツールとして実用性が高い。設定はTOMLでローカル管理されるため、複数マシン間の設定同期もしやすい。,"Apache License 2.0, MIT License",
