リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
p-e-w/heretic,Python,Heretic(ヘレティック)は、「アブリテーション(abliteration)」と呼ばれる手法を用いて、Transformerベースの言語モデルから安全性フィルターによる拒否応答を自動的に除去するツールです。再学習を行うことなく、モデル内部の知識劣化を最小限に抑えながら拒否傾向を取り除けます。,https://github.com/p-e-w/heretic,1874,"・方向性アブレーションとOptunaによるTPEベースのパラメータ最適化を組み合わせ、設定不要で全自動に動作
・拒否/非拒否プロンプトの活性化差分から「残差方向」を計算し、層ごとに適応するアブレーション重みカーネルを採用するなど解釈可能性研究の要素も含む
・KLダイバージェンスでモデル品質を測定しながら最適化するため、手動によるアブレーションに匹敵する精度をより低い品質劣化で実現",オープンウェイトLLMの検閲・拒否挙動を研究したい研究者や、独自にファインチューニングしたモデルの応答傾向を調整したい開発者にとって関心の高いツールです。倫理的・法的な観点から利用は慎重な判断が必要ですが、モデル内部の可視化機能はLLMの解釈可能性研究の教材としても活用できます。,GNU Affero General Public License v3.0,
abi/screenshot-to-code,Python,screenshot-to-codeは、スクリーンショットやFigmaデザイン、画面録画をアップロードするだけで、AIがHTML/Tailwind、React、Vueなどのクリーンなコードに変換してくれるツールです。Gemini、OpenAI(GPT)、Claude、Replicateなど複数のAIプロバイダーに対応しており、生成結果をヘッドレスブラウザでプレビューできます。,https://github.com/abi/screenshot-to-code,2485,"・HTML+Tailwind、React+Tailwind、Vue+Tailwind、Bootstrap、Ionicなど多様な出力形式に対応
・複数のAIモデルを切り替えて比較でき、ロゴや画像などのアセットを元のスクリーンショットから抽出して再利用する機能を搭載
・React/Vite製フロントエンドとFastAPIバックエンドという構成で、Dockerによる簡単なセットアップとPlaywrightによるプレビュー機能を提供",デザインカンプからのコーディング作業を効率化したいフロントエンドエンジニアや、プロトタイプを素早く形にしたいデザイナーにとって実用的なツールです。既存のFigma-to-codeプラグインの代替や、社内ツールにAPIとして組み込んでデザインレビューの初期実装を自動生成する用途が考えられます。,MIT License,
OpenCut-app/OpenCut,TypeScript,OpenCutは、CapCutのオープンソース版代替を目指す動画編集アプリケーションです。現在Rustを中核技術としたメジャーな書き直しが進行中で、デスクトップ・モバイル・ブラウザを単一のコードベースでカバーすることを目指しています。,https://github.com/OpenCut-app/OpenCut,2630,"・Rustによる統一コードベースと、Moonによるモノレポ管理を採用した大規模な技術刷新が進行中
・サードパーティ製プラグインを正式にサポートするプラグインアーキテクチャや、自動化・バッチレンダリング向けのヘッドレスモードを計画
・MCPサーバーによるAIエージェント連携やエディタ内スクリプティングタブなど、AI時代を意識した拡張性の高い設計",無料で使える動画編集ツールを探しているクリエイターや、CapCutのような商用ツールに依存したくない開発者コミュニティにとって注目のプロジェクトです。プラグインAPIやヘッドレスモードが実現すれば、SNS向け動画の自動生成パイプラインへの組み込みなど、既存の動画編集自動化ワークフローとの連携も期待できます。,MIT License,
MadsLorentzen/ai-job-search,Python,ai-job-searchは、Claude Codeを活用してローカル環境で完結する求職活動支援フレームワークです。求人の適合度評価、履歴書・カバーレターの自動生成、面接対策までを一連のスラッシュコマンドで自動化し、データを外部に送信せず自分のマシン上で完結させる点を重視しています。,https://github.com/MadsLorentzen/ai-job-search,4841,"・`/scrape`や`/apply`など一連のコマンドで求人検索から応募書類作成、ATS(採用管理システム)向けテキスト層検証までをパイプライン化
・作成者(Drafter)とレビュアーを別々のClaudeエージェントに担わせることで応募書類の品質を客観的にチェックする設計
・LaTeXでCVを厳密に2ページ、カバーレターを1ページに収める検証ループなど、実務的な完成度への配慮が光る",転職活動を効率化したいエンジニアが、自分のClaude Codeサブスクリプションを使って履歴書のカスタマイズや企業ごとの志望動機作成を自動化する用途に直結します。Notion連携やGmail連携も備えるため、既存の求職管理スプレッドシートやトラッキングツールの代替としても活用できそうです。,MIT License,
AprilNEA/OpenLogi,Rust,OpenLogiは、Logicool製品の純正管理ソフト「Logi Options+」に代わる、Rust製のネイティブかつローカルファーストな代替アプリケーションです。macOS・Linux・Windowsで動作し、Logi BoltやUnifyingレシーバー、Bluetooth接続のマウスやキーボードをアカウント登録・テレメトリなしで直接制御できます。,https://github.com/AprilNEA/OpenLogi,2089,"・HID++プロトコルを直接実装し、GPUIフレームワークを用いたRust製のモダンなGUIとCLIの両方を提供
・ボタン割り当て、ジェスチャー、DPI調整、SmartShiftホイール、Fキー割り当てなど純正ソフト同等の詳細なカスタマイズ機能
・アプリごとのプロファイル自動切り替えやTOML形式の設定ファイルなど、開発者フレンドリーな設計が特徴",Logicool製デバイスを使いつつプライバシーやシステムリソースの観点から純正ソフトを避けたいLinux/macOSユーザーにとって有力な選択肢です。CLIを備えているためdotfilesでの設定管理や、他の自動化スクリプトと組み合わせたデバイス設定の一元管理といった使い方も可能です。,Apache License 2.0 / MIT License,
ConardLi/garden-skills,CSS,ConardLiが公開しているAIコーディングエージェント(Claude Code、Cursor、Codexなど)向けのSkills集。Webプレゼン生成、Webデザイン強化、画像生成、ナレッジベース検索、記事整形など実用的な5つのSkillを収録している。,https://github.com/ConardLi/garden-skills,1340,"・SKILL.md+YAML frontmatterという標準フォーマットで複数のAIエージェント基盤に横断的に対応
・web-design-engineerは23種のテーマと25種のデザインレシピ、gpt-image-2は79種のプロンプトテンプレートを内蔵するなど各Skillが作り込まれている
・CIによる検証やリリース自動化を備え、単なるプロンプト集を超えた運用基盤になっている",Claude Code等でAgent Skillsが正式にサポートされ始めた流れに乗ったコレクションで、git submoduleやプラグインマーケットプレイス経由で既存プロジェクトに組み込みやすい。ナレッジベース検索やドキュメント生成、資料作成を自動化したいチームにとって、すぐ使える実践的なテンプレート集として参考になる。,MIT License,
google/googletest,C++,GoogleTestとGoogleMockを統合したGoogleのC++テスト・モッキングフレームワーク。xUnitアーキテクチャに基づき、単体テストの記述・実行・アサーションを幅広くサポートする。,https://github.com/google/googletest,492,"・値パラメータ化テストや型パラメータ化テスト、デスバイステストなど高度なテスト機能を標準搭載
・Chromium、LLVM、Protocol Buffers、OpenCVなど著名プロジェクトで採用されている実績十分なフレームワーク
・v1.18.0からC++17以降を要求するなど、GoogleのFoundational C++ Support Policyに沿って継続的にメンテナンスされている",C++プロジェクトの事実上標準的なテストフレームワークであり、既存のCI/CDパイプラインに組み込みやすい。バージョンアップや言語要件の変更などの動きがトレンド入りの一因と考えられ、C++開発者にとって導入・移行検討の参考になる。,BSD-3-Clause license,
punkpeye/awesome-mcp-servers,,Model Context Protocol(MCP)に対応したサーバー実装を集めたawesome系のキュレーションリポジトリ。日本語・韓国語・中国語など多言語のREADMEも用意されている。,https://github.com/punkpeye/awesome-mcp-servers,919,"・9万件超のスターと1万件超のコミットを持つ、MCPエコシステムの中心的なカタログとなっている
・3,700件超のプルリクエストが示す、コミュニティ主導の活発な更新体制
・glama.ai/mcp/serversなど関連リソースへのリンクも充実し、MCPサーバー探索のハブとして機能",MCP対応ツールを探す際の入り口として非常に有用で、自作エージェントやClaude Code等に組み込むMCPサーバーを選定する際のリファレンスになる。MCPエコシステムの急拡大を反映して継続的にトレンド入りしていると考えられる。,MIT License,
apache/maka,TypeScript,Apache Software Foundationのインキュベータープロジェクトで、ローカルファーストのAIエージェントワークスペース。モデルメッセージ・ツール呼び出し・結果・権限判断をアペンドオンリーのログとして記録する。,https://github.com/apache/maka,1285,"・デスクトップアプリ・CLI/TUI・評価フレームワークという複数のエントリポイントを持つ統一インターフェース
・イベントソーシングに基づくアーキテクチャで、実行記録からセッションやコンテキストを再構築できる設計
・TypeScript/Electron/React/SQLiteをベースに、Rust製のPeer Mesh機能もオプションで持つ",Apacheプロジェクトとして正式にインキュベートされたことがトレンド入りの一因と考えられ、監査可能なログを重視する企業向けAIエージェント基盤の選択肢になりうる。既存のエージェント実行環境と比較し、ローカルファースト・再現可能な実行記録という点で差別化されている。,Apache License 2.0,
thedotmack/claude-mem,JavaScript,Claude Codeなどのコーディングエージェント向けに、セッションをまたいだ永続的なコンテキストを提供するメモリシステム。セッション中の作業内容をAIで圧縮し、必要な時に検索・再利用できるようにする。,https://github.com/thedotmack/claude-mem,1164,"・SessionStart/UserPromptSubmit/PostToolUse/Stop/SessionEndという5つのライフサイクルフックで記憶管理を自動化
・SQLite(全文検索)とChromaベクトルDBを組み合わせたハイブリッド検索を採用
・`<private>`タグによるプライバシー制御や、Webビューアでのリアルタイム監視機能も備える",Claude Code利用者が長期プロジェクトで文脈を維持したい場合に直接役立つツールで、エージェントの「記憶喪失」問題への実用的な解決策としてトレンド入りしたと考えられる。モデルに依存しない設計のため、他のLLMエージェントにも展開しやすい。,Apache License 2.0,
