リポジトリ名,主要言語,概要,GitHubURL,Star増分,注目ポイント/要約,活用アイデア/関連性/所感,ライセンス,first commit日
obra/superpowers,Shell,コーディングエージェント向けの「エージェント型スキルフレームワーク」であり、ブレインストーミング、Git worktreeによる作業分離、計画立案、TDD、コードレビュー、ブランチ完了までの7段階の開発手法を提供するShellベースのツールキット。エージェントが自律的に専門的なソフトウェア開発プラクティスに従うよう誘導する。,https://github.com/obra/superpowers,4124,"・RED-GREEN-REFACTORのTDDサイクルや二段階コードレビューなど、人間のベストプラクティスをエージェントの行動として体系化している
・Claude Code、Cursor、Devin、GitHub Copilotなど複数のコーディングエージェント基盤に対応する汎用設計
・「場当たり的ではなく体系的に」という思想で、エージェントが設計を飛ばして実装に走るのを防ぐ点がトレンド入りの要因と考えられる",複数のAIエージェントを使ったチーム開発で、設計レビューやタスク分割のルールを統一するために導入できそう。Git worktreeを使った並行開発はmax-sixty/worktrunkとも親和性が高く、組み合わせてエージェント並列開発基盤を構築できる。,MIT License,
blader/humanizer,Python,AI生成文章特有の「らしさ」を検出し、事実関係を保ったまま自然な人間らしい文章に書き換えるエージェントスキル。マーキング・下書き・検証の3段階でAI特有の言い回しを除去する。,https://github.com/blader/humanizer,3201,"・「話法の癖」「型にはまったリズム」「誇張表現」など5カテゴリ・25パターンのAI特有表現を分類して検出する独自の分析軸
・ユーザーの文章サンプルから文体を学習し、個人の語彙・リズム・句読点の使い方に合わせて書き換え可能
・コードやデータ、引用、フロントマターは書き換え対象から除外し、事実の捏造を防ぐ安全設計になっている",ブログ記事やドキュメント、マーケティングコピーなど、AIで下書きした文章を公開前に自然な文体へ仕上げる工程として使えそう。coreyhaines31/marketingskillsのようなコピーライティング系スキルと組み合わせれば、AI臭さを抑えた高品質なコンテンツ制作パイプラインを構築できる。,MIT License,
max-sixty/worktrunk,Rust,複数のAIエージェントを並行して動かすワークフロー向けに設計された、Git worktree管理用のRust製CLIツール。扱いにくいGit worktreeを、作成・切り替え・クリーンアップの3操作に単純化してブランチ感覚で使えるようにする。,https://github.com/max-sixty/worktrunk,761,"・`wt switch`/`wt list`/`wt merge`/`wt remove`という最小限のコマンド体系に加え、PRチェックアウト(`wt switch pr:123`)やAI生成コミットメッセージなど実践的な機能を搭載
・worktreeごとに専用ポートで開発サーバーを立てたり、ビルドキャッシュを共有したりと、複数エージェントの並行実行を前提にした設計
・Rust製で高速に動作し、MIT OR Apache-2.0のデュアルライセンスで配布されている",Claude CodeやCodexなど複数のAIエージェントを同一リポジトリで並行動作させる際のワークスペース分離ツールとして直接活用できる。obra/superpowersが提唱するworktreeベースの開発手法を実運用する際の基盤ツールとしても相性が良い。,MIT OR Apache-2.0,
THU-MAIC/OpenMAIC,TypeScript,トピックや資料を入力するだけでスライド・クイズ・シミュレーションを含む没入型のマルチエージェント授業を自動生成する、清華大学のMAIC研究グループ発のTypeScript製オープンソースプロジェクト。LangGraphによる複数エージェントの協調とPostgreSQLバックエンドの永続実行を組み合わせている。,https://github.com/THU-MAIC/OpenMAIC,3950,"・レッスンアウトライン生成からシーン詳細生成までの2段階パイプラインと、音声合成・板書・リアルタイム討論を伴う「授業再生エンジン」という独自アーキテクチャ
・PowerPointやインタラクティブHTML、オフライン教材パッケージへのエクスポートに対応し、教育現場での実用性を重視している
・有力大学発のプロジェクトであることと、マルチエージェントによる教育UXという新規性がトレンド入りの背景と考えられる",eラーニング教材やオンライン講座の自動生成基盤として、教育機関や企業研修コンテンツ制作に応用できそう。マルチエージェントのオーケストレーション設計は教育分野以外のインタラクティブコンテンツ生成にも転用できる可能性がある。,MIT License,
cathrynlavery/diagram-design,HTML,Claude Code、Codex、Piなどのコーディングエージェント向けに、38種類のエディトリアル品質の図版をHTML+SVGの自己完結ファイルとして生成するスキル。アーキテクチャ図からガントチャート、サンキー図、Wardleyマップまで幅広くカバーする。,https://github.com/cathrynlavery/diagram-design,6604,"・Webサイトからカラーパレットとタイポグラフィを自動抽出し、WCAG AAのコントラスト基準を満たしながらブランドに合わせた図版を生成する
・draw.io、Mermaid、Excalidrawからのインポート・再描画に対応し、対象読者(エンジニア/経営層など)に応じて詳細度を調整できる
・シャドウなし・テンプレート感のないエディトリアルなデザイン方針により、AI生成にありがちな「いかにも感」を排除している点が差別化要因",ブログ記事や技術ドキュメント、プレゼン資料の図版作成を大幅に効率化するツールとして、既存のMermaid運用からの置き換えや併用が考えられる。ブランドカラー自動抽出機能はマーケティング資料制作にも応用でき、社内の資料作成スキルセットの一部として組み込みやすい。,MIT License,
ChromeDevTools/chrome-devtools-mcp,TypeScript,Model Context Protocol経由でAIコーディングエージェントにライブのChromeブラウザ操作とDevTools機能を提供する公式ツール。パフォーマンストレース取得、ネットワーク解析、コンソールログ確認、スクリーンショット取得などをPuppeteerベースの自動化で実現する。,https://github.com/ChromeDevTools/chrome-devtools-mcp,702,"・Chrome DevToolsチーム自身が開発しており、パフォーマンストレースからのインサイト抽出など本家DevToolsならではの深い解析機能をエージェントに提供する
・ソースマップ付きスタックトレースの確認やネットワークリクエスト解析など、ブラウザデバッグの一次情報にエージェントが直接アクセスできる
・基本操作に絞った「Slimモード」も用意し、軽量なブラウザ自動化ニーズにも対応している",フロントエンド開発でAIエージェントに実装後の動作確認やパフォーマンス計測を任せるE2Eワークフローに直結する。既存のPlaywright/Puppeteer中心の自動テスト環境と組み合わせ、デバッグ・検証工程をエージェントに委譲する用途で有効そう。,Apache License 2.0,
Tencent/WeKnora,Go,Tencent製のGoベースOSSで、非構造化ドキュメントをRAGによる質問応答、ReActベースの自律推論エージェント、自己更新型Wikiの3形態で活用できるナレッジ基盤に変換するプラットフォーム。ドキュメント解析からベクトル化、検索、LLM推論までを完全にモジュール化・差し替え可能な構成にしている。,https://github.com/Tencent/WeKnora,1460,"・Feishu、GitLab、Notion、Yuque、RSSなど多様なソースからの自動同期や、チャンク単位の編集・ロールバックなど企業利用を意識した運用機能が充実している
・Docker/E2B/Cubeによる「スキルサンドボックス」やナレッジグラフ可視化付きWikiモードなど、単純なRAGを超えたエージェント機能を搭載
・pgvector、Elasticsearch、Milvus、Weaviate、Qdrantなど主要ベクトルDBとOpenAI・DeepSeek・Qwen・Claude・Geminiなど20以上のLLMプロバイダに対応し、企業のセルフホスト要件に応える",社内ドキュメントやナレッジベースをセルフホストのRAG基盤として構築したい企業に直接適用できる。監査ログやRBACなどガバナンス機能も備えるため、データ主権を重視する組織向けのLLMOpsツールの選択肢として採用が見込まれる。,MIT License,
coreyhaines31/marketingskills,JavaScript,CRO、コピーライティング、SEO、アナリティクス、グロースエンジニアリングなど、マーケティング業務をAIコーディングエージェントに任せるための60以上のスキル集。Claude Codeのプラグインシステムなどを通じて導入できるMarkdownベースのスキルコレクション。,https://github.com/coreyhaines31/marketingskills,2344,"・product-marketingを基盤スキルとし、コピーライティングとCRO/A-Bテスト、SEO監査とスキーマ/AI-SEO最適化のようにスキル同士が相互参照する階層構造を持つ
・Conversion Optimization、Content & Copy、SEO & Discoveryなど8カテゴリに整理されており、マーケター視点での実務網羅性が高い
・「AIコーディングエージェントをマーケティング担当者として使う」という新しい活用領域を切り開いた点がトレンド入りの理由と考えられる",LP改善やSEO記事執筆、A/Bテスト設計などマーケティング施策の実行をClaude Codeなどのエージェントに直接依頼する運用に組み込める。blader/humanizerと組み合わせれば、AI生成コピーの品質と自然さを両立させるコンテンツ制作パイプラインを構築できそう。,MIT License,
earthtojake/text-to-cad,Python,CAD・CAE・CAM向けのエージェントスキル集で、テキストや画像の指示から3Dモデルを生成・編集し、STEP・STL・3MF・GLBなど各種フォーマットで出力できます。ロボット記述ファイル(URDF/SRDF/SDF)の生成や、既製部品の検索、G-codeスライスなど製造工程まで一気通貫でカバーしています。,https://github.com/earthtojake/text-to-cad,1194,"・Codex、Claude Code、Grok Buildなど複数のコーディングエージェント基盤にスキルとして組み込める設計
・CADビューワやSendCutSend連携、DfAM(積層造形向け設計)解析など実務的な製造ワークフローまで踏み込んでいる点が特徴
・「エージェントにCAD作業をさせる」という新しい切り口がAIエージェント×ハードウェア設計の関心の高まりと合致しトレンド入り",ロボティクスやプロダクト設計のプロトタイピングで、自然言語から即座に部品設計・シミュレーション・出力までをエージェントに任せる用途に向いています。npx skills addで既存のAIコーディングエージェントに簡単に追加できるため、既存の開発ワークフローに統合しやすいのが利点です。,MIT License,
petergyang/no-ai-slop,Python,AI生成文章に特有の「AIっぽさ(AI slop)」を20種類以上のパターンで検出し、文章から取り除くツールです。「What nobody tells you」のような紋切り型の煽り表現や、不自然な対比構造などを検出し、書き手本来の文体を保ちながら文章を整えます。,https://github.com/petergyang/no-ai-slop,1946,"・編集モード・検出モード・(皮肉として)AIスロップ生成モードの3つのモードを備える
・ChatGPT、Claude、Codexなどの主要AIエージェントにスキル/プラグインとして組み込める
・「AI文章の均質化」への反発というタイムリーな問題意識と、シンプルな導入方法(npx skills add)の手軽さがバイラルな話題性につながった",ブログ記事やマーケティングコピー、社内ドキュメントなどAIで下書きした文章を人間らしく仕上げる工程に組み込むのに向いています。ライティング支援エージェントや校正パイプラインに組み込み、公開前チェックの一環として使う運用が考えられます。,MIT License,
github/spec-kit,Python,「コードよりも仕様書が主役」という思想に基づく、仕様駆動開発(Spec-Driven Development)を支援するGitHub公式ツールキットです。Constitution→Specify→Plan→Tasks→Implement→Convergeという明確なワークフローで、AIコーディングエージェントに何を作るべきかを先に定義させてから実装させます。,https://github.com/github/spec-kit,2952,"・GitHub Copilotをはじめ30以上のAIエージェントと連携可能な拡張性の高いアーキテクチャ
・バグ修正評価やアイデア検証など、標準ワークフローを拡張するプリセット/エクステンション機構を持つ
・GitHub公式プロジェクトであることに加え、「AIにまず仕様を書かせる」という現在のエージェント開発における重要課題に正面から取り組んでいる点が評価されている",複数人・複数エージェントが関わる開発プロジェクトで、実装前に要件と設計を明文化し認識齟齬を防ぐ用途に有用です。既存のCopilotやClaude Codeなどのワークフローに仕様駆動のプロセスを後付けする形で導入しやすいのが実務上のメリットです。,MIT License,
alibaba/open-code-review,Go,Alibabaグループが社内で数万人規模に使われてきたコードレビュー基盤をOSS化した、Gitの差分を解析しLLMでレビューコメントを自動生成するCLIツール。大量のバグ検出実績を持つ。,https://github.com/alibaba/open-code-review,2709,"・決定的ルールベース処理(ファイル選定・束ね・配置)とLLMエージェントによる柔軟な判断を組み合わせた「ハイブリッドアーキテクチャ」
・NPE、スレッドセーフ、XSS、SQLインジェクションなど多言語対応のルールセットとOpenAI/Anthropic互換のLLM統合
・50リポジトリ・200件の実PR・1,505件の正解ラベル付きissueを用いた公開ベンチマークで性能を検証済み",CI/CDパイプラインに組み込んでプルリクエストの自動一次レビューに使える他、GitHub CopilotのレビューやCodeRabbitなど既存のAIレビューツールと比較検討する際の有力なOSS選択肢になる。Alibabaという大規模開発組織での実運用実績が信頼性の裏付けとなっている。,Apache License 2.0,
kunchenguid/firstmate,Shell,「一人のエージェントと話すだけで、複数のエージェント(クルー)を動かして成果物を出す」ことをコンセプトにしたエージェントオーケストレーションツールです。ユーザーは司令塔となる「ファーストメイト」とだけ対話し、実作業は分離されたgit worktree上で並行動作する複数のクルーメイトエージェントに委譲されます。,https://github.com/kunchenguid/firstmate,978,"・tmux、Herdr、Zellij、cmuxなど複数のセッションバックエンドに対応し、並行作業の様子を可視化できる
・Claude Code、Grok、Codex、Cursor Agent CLIなど主要なコーディングエージェントハーネスを横断的にサポート
・「マルチエージェントの管理コスト」を単一の対話窓口に集約するという発想が、AIエージェント運用の実用的な課題に応えている",大量のタスクをAIエージェントに並行で処理させたいチーム開発やOSS運用で、PR作成(ship)や調査(scout)を自動的に振り分ける用途に向いています。既存のtmuxベースの開発環境やGitHub CLIワークフローと親和性が高く、CI/CD前段の自動化パイプラインへの組み込みも考えられます。,MIT License,
